filename,xmin,xmax,ymin,ymax,sign_id,sign_class
autosave23_10_2012_09_24_14_0.jpg,1060,1092,297,329,3,stop_is_forbidden
autosave10_10_2012_10_49_16_2.jpg,756,785,355,395,5,bus_stop
autosave24_10_2013_11_21_31_0.jpg,803,845,351,393,1,main_road
autosave24_10_2013_11_03_53_0.jpg,726,761,356,390,3,stop_is_forbidden
autosave09_10_2012_13_32_45_2.jpg,746,800,278,332,2,crosswalk
autosave21_01_2013_12_40_40_1.jpg,880,916,312,349,2,crosswalk
autosave24_10_2012_09_42_10_1.jpg,330,351,302,333,5,bus_stop
autosave16_04_2013_14_30_13_0.jpg,1120,1143,473,496,2,crosswalk
autosave01_02_2012_11_10_51.jpg,1019,1081,291,349,3,stop_is_forbidden
autosave09_10_2012_09_12_19_3.jpg,1101,1134,264,325,4,give_a_way
autosave21_01_2013_11_34_51_2.jpg,994,1013,328,355,3,stop_is_forbidden
autosave09_10_2012_12_01_00_2.jpg,664,689,314,338,4,give_a_way
autosave21_01_2013_13_52_56_2.jpg,347,383,265,301,2,crosswalk
autosave01_02_2012_11_43_20.jpg,279,304,412,437,2,crosswalk
autosave16_10_2012_09_07_51_1.jpg,673,698,307,343,5,bus_stop
autosave09_10_2012_12_12_50_2.jpg,783,811,338,361,4,give_a_way
autosave16_10_2012_06_46_04_2.jpg,860,888,322,349,3,stop_is_forbidden
autosave21_01_2013_11_53_21_2.jpg,804,826,351,375,1,main_road
autosave09_10_2012_11_48_48_3.jpg,380,409,320,349,4,give_a_way
autosave02_10_2012_12_52_32_2.jpg,942,967,283,309,1,main_road
autosave16_04_2013_14_28_28_1.jpg,404,432,431,455,2,crosswalk
autosave16_04_2013_11_49_18_0.jpg,588,607,525,549,5,bus_stop
autosave13_04_2013_12_24_39_0.jpg,1362,1393,411,439,4,give_a_way
autosave09_10_2012_13_17_46_1.jpg,725,759,276,308,4,give_a_way
autosave09_11_2012_09_18_35_2.jpg,861,898,290,326,1,main_road
autosave13_04_2013_09_46_01_3.jpg,770,807,169,240,2,crosswalk
autosave09_11_2012_09_35_02_2.jpg,836,855,346,364,4,give_a_way
autosave09_11_2012_09_54_04_3.jpg,866,889,301,336,5,bus_stop
autosave16_04_2013_13_07_25_1.jpg,1169,1203,522,555,4,give_a_way
autosave23_10_2012_10_24_32_0.jpg,811,841,341,370,1,main_road
autosave09_10_2012_10_23_27_1.jpg,285,312,319,346,4,give_a_way
autosave10_10_2012_08_30_39_2.jpg,211,239,360,400,5,bus_stop
autosave13_04_2013_12_11_29_1.jpg,1472,1532,223,313,5,bus_stop
autosave10_10_2012_08_41_42_2.jpg,335,393,334,387,4,give_a_way
autosave24_10_2012_09_23_57_2.jpg,956,997,311,343,4,give_a_way
autosave09_10_2012_11_13_56_0.jpg,736,753,320,338,3,stop_is_forbidden
autosave13_04_2013_15_53_42_0.jpg,1242,1349,386,494,2,crosswalk
autosave21_01_2013_09_48_48_1.jpg,1061,1093,301,350,5,bus_stop
autosave23_10_2012_08_35_52_1.jpg,963,984,352,372,4,give_a_way
autosave01_02_2012_13_49_48.jpg,812,840,309,349,5,bus_stop
autosave23_10_2012_14_27_01_0.jpg,810,836,255,277,4,give_a_way
autosave21_01_2013_09_18_25_1.jpg,1131,1153,337,370,5,bus_stop
autosave23_10_2012_16_10_28_2.jpg,888,916,351,381,2,crosswalk
autosave21_01_2013_13_53_12_2.jpg,352,390,351,391,2,crosswalk
autosave09_10_2012_12_20_09_2.jpg,794,814,332,352,3,stop_is_forbidden
autosave16_04_2013_15_22_06_3.jpg,1685,1710,439,464,4,give_a_way
autosave10_10_2012_12_55_56_0.jpg,133,154,344,363,2,crosswalk
autosave21_01_2013_09_15_31_2.jpg,1118,1139,295,325,5,bus_stop
autosave09_10_2012_11_13_55_2.jpg,722,739,321,339,3,stop_is_forbidden
autosave10_10_2012_14_48_36_1.jpg,973,1030,326,387,2,crosswalk
autosave01_02_2012_10_15_38.jpg,724,757,360,395,1,main_road
autosave10_10_2012_14_41_48_2.jpg,925,974,239,315,5,bus_stop
autosave16_10_2012_08_22_37_3.jpg,1172,1229,259,339,5,bus_stop
autosave24_10_2012_10_36_21_0.jpg,896,917,292,312,3,stop_is_forbidden
autosave16_04_2013_15_28_17_3.jpg,1258,1313,316,366,1,main_road
autosave24_10_2013_11_46_16_2.jpg,861,926,227,291,1,main_road
autosave09_10_2012_12_42_51_1.jpg,553,601,210,256,4,give_a_way
autosave24_10_2012_10_22_10_0.jpg,952,978,288,314,1,main_road
autosave13_04_2013_13_20_40_0.jpg,1288,1330,297,339,2,crosswalk
autosave23_10_2012_09_55_20_2.jpg,834,860,330,356,1,main_road
autosave01_02_2012_11_37_08.jpg,147,189,342,379,2,crosswalk
autosave16_04_2013_13_24_47_1.jpg,457,480,827,863,5,bus_stop
autosave21_01_2013_12_16_52_0.jpg,364,392,325,357,1,main_road
autosave16_10_2012_11_24_31_3.jpg,693,750,113,168,1,main_road
autosave24_10_2013_11_55_51_3.jpg,1204,1279,169,244,1,main_road
autosave21_01_2013_13_54_11_1.jpg,414,443,344,376,2,crosswalk
autosave23_10_2012_11_23_39_1.jpg,792,818,325,348,2,crosswalk
autosave23_10_2012_09_53_12_0.jpg,1095,1125,285,327,5,bus_stop
autosave16_10_2012_10_59_39_2.jpg,1005,1027,344,366,3,stop_is_forbidden
autosave09_10_2012_11_50_13_0.jpg,722,749,319,343,4,give_a_way
autosave09_10_2012_12_37_01_2.jpg,751,773,320,353,5,bus_stop
autosave24_10_2012_12_08_08_2.jpg,1044,1061,293,316,5,bus_stop
autosave23_10_2012_10_16_35_2.jpg,873,901,303,329,3,stop_is_forbidden
autosave10_10_2012_14_08_17_0.jpg,754,785,347,378,3,stop_is_forbidden
autosave01_02_2012_09_24_06.jpg,1195,1261,243,310,3,stop_is_forbidden
autosave16_04_2013_11_31_22_1.jpg,1275,1303,507,536,2,crosswalk
autosave09_10_2012_14_30_45_1.jpg,1085,1169,152,241,1,main_road
autosave16_10_2012_08_48_46_4.jpg,756,782,298,323,4,give_a_way
autosave16_10_2012_09_01_18_3.jpg,580,601,323,346,3,stop_is_forbidden
autosave16_10_2012_11_52_34_4.jpg,1169,1218,131,182,3,stop_is_forbidden
autosave23_10_2012_11_08_47_1.jpg,931,952,318,341,3,stop_is_forbidden
autosave10_10_2012_11_26_01_0.jpg,752,776,367,401,5,bus_stop
autosave09_10_2012_12_00_58_3.jpg,669,687,353,372,4,give_a_way
autosave23_10_2012_09_55_01_1.jpg,899,923,358,381,1,main_road
autosave16_10_2012_07_16_36_1.jpg,738,757,328,358,5,bus_stop
autosave16_10_2012_09_31_42_2.jpg,666,711,84,125,4,give_a_way
autosave16_04_2013_13_45_53_1.jpg,1132,1194,659,717,4,give_a_way
autosave13_04_2013_11_07_09_0.jpg,1560,1608,248,320,5,bus_stop
autosave23_10_2012_15_04_24_3.jpg,840,866,278,309,1,main_road
autosave02_10_2012_12_44_59_1.jpg,488,526,211,244,3,stop_is_forbidden
autosave10_10_2012_10_25_36_2.jpg,770,818,284,333,1,main_road
autosave13_04_2013_12_14_20_1.jpg,1101,1126,457,486,3,stop_is_forbidden
autosave16_10_2012_08_17_01_0.jpg,724,750,342,367,4,give_a_way
autosave21_01_2013_09_15_50_2.jpg,971,993,318,339,1,main_road
autosave24_10_2012_11_09_35_0.jpg,882,898,302,320,1,main_road
autosave10_10_2012_14_25_51_2.jpg,686,706,368,389,1,main_road
autosave24_10_2012_10_38_20_4.jpg,953,992,231,263,2,crosswalk
autosave23_10_2012_12_59_54_1.jpg,861,880,337,363,5,bus_stop
autosave24_10_2012_11_10_44_1.jpg,927,950,292,315,1,main_road
autosave13_04_2013_12_03_10_0.jpg,645,695,238,295,2,crosswalk
autosave21_01_2013_12_34_39_2.jpg,306,330,320,345,3,stop_is_forbidden
autosave16_04_2013_15_03_19_0.jpg,1277,1383,133,239,4,give_a_way
autosave13_04_2013_12_09_46_1.jpg,1177,1219,385,430,1,main_road
autosave21_01_2013_09_42_33_1.jpg,1081,1110,276,328,3,stop_is_forbidden
autosave13_04_2013_13_47_23_0.jpg,1258,1356,300,394,1,main_road
autosave10_10_2012_13_05_27_1.jpg,643,668,370,398,1,main_road
autosave09_10_2012_13_32_10_0.jpg,734,774,204,242,1,main_road
autosave09_10_2012_12_46_04_2.jpg,1153,1273,134,259,1,main_road
autosave24_10_2013_11_19_57_1.jpg,1031,1154,172,294,1,main_road
autosave24_10_2012_12_00_08_4.jpg,924,951,286,310,3,stop_is_forbidden
autosave16_10_2012_08_44_26_1.jpg,831,905,97,171,4,give_a_way
autosave16_04_2013_14_39_56_3.jpg,1802,1919,136,276,4,give_a_way
autosave24_10_2013_11_19_23_0.jpg,193,234,315,355,2,crosswalk
autosave16_04_2013_11_35_37_0.jpg,1050,1074,492,515,4,give_a_way
autosave16_10_2012_11_44_46_4.jpg,1156,1263,0,132,2,crosswalk
autosave13_04_2013_13_44_12_2.jpg,1158,1227,416,482,1,main_road
autosave10_10_2012_07_44_19_0.jpg,729,757,352,378,2,crosswalk
autosave16_10_2012_08_14_00_3.jpg,675,714,213,251,1,main_road
autosave09_10_2012_13_00_50_0.jpg,746,767,350,372,3,stop_is_forbidden
autosave13_04_2013_12_14_26_1.jpg,693,709,461,488,5,bus_stop
autosave16_10_2012_11_18_37_1.jpg,892,930,214,249,4,give_a_way
autosave01_02_2012_10_24_10.jpg,759,785,361,390,3,stop_is_forbidden
autosave23_10_2012_13_23_29_0.jpg,801,832,320,353,1,main_road
autosave10_10_2012_10_18_42_1.jpg,832,876,378,424,1,main_road
autosave10_10_2012_12_39_55_3.jpg,364,397,342,376,2,crosswalk
autosave10_10_2012_10_01_46_1.jpg,875,924,350,395,3,stop_is_forbidden
autosave23_10_2012_12_36_17_2.jpg,375,396,361,381,2,crosswalk
autosave16_04_2013_13_08_10_1.jpg,984,1023,521,565,1,main_road
autosave13_04_2013_09_59_38_3.jpg,593,636,407,443,4,give_a_way
autosave09_10_2012_10_13_29_2.jpg,907,932,270,306,5,bus_stop
autosave21_01_2013_09_12_13_1.jpg,1009,1029,356,382,5,bus_stop
autosave16_10_2012_08_31_23_0.jpg,595,621,314,340,1,main_road
autosave02_10_2012_12_13_45_1.jpg,231,263,257,287,2,crosswalk
autosave13_04_2013_14_12_34_2.jpg,1141,1171,494,523,1,main_road
autosave13_04_2013_12_24_43_3.jpg,1851,1918,227,304,4,give_a_way
autosave13_04_2013_15_24_34_0.jpg,205,231,532,567,5,bus_stop
autosave16_10_2012_08_20_32_1.jpg,790,818,279,313,2,crosswalk
autosave09_11_2012_08_59_20_4.jpg,343,360,347,371,5,bus_stop
autosave16_04_2013_13_21_23_1.jpg,24,71,404,474,5,bus_stop
autosave13_04_2013_09_44_08_0.jpg,683,715,448,478,2,crosswalk
autosave16_04_2013_13_53_04_2.jpg,900,925,820,844,2,crosswalk
autosave16_10_2012_09_06_54_3.jpg,685,737,244,297,1,main_road
autosave16_10_2012_06_54_57_5.jpg,625,665,271,311,1,main_road
autosave02_10_2012_12_59_08_2.jpg,815,857,240,282,2,crosswalk
autosave10_10_2012_07_44_26_2.jpg,1041,1100,314,371,2,crosswalk
autosave16_10_2012_08_59_57_3.jpg,627,656,293,323,2,crosswalk
autosave10_10_2012_14_23_10_1.jpg,738,762,359,381,4,give_a_way
autosave10_10_2012_08_08_08_0.jpg,1069,1102,315,366,5,bus_stop
autosave23_10_2012_12_46_23_2.jpg,857,901,264,305,2,crosswalk
autosave09_10_2012_08_42_44_1.jpg,810,827,324,350,5,bus_stop
autosave21_01_2013_09_57_46_1.jpg,1224,1279,185,290,2,crosswalk
autosave09_10_2012_14_56_02_1.jpg,29,72,225,291,5,bus_stop
autosave13_04_2013_15_31_36_3.jpg,239,274,518,545,2,crosswalk
autosave24_10_2012_11_03_13_0.jpg,1144,1203,102,185,5,bus_stop
autosave16_04_2013_14_40_58_1.jpg,733,769,401,438,2,crosswalk
autosave23_10_2012_10_44_39_1.jpg,771,790,356,377,3,stop_is_forbidden
autosave13_04_2013_12_25_14_3.jpg,558,586,444,480,5,bus_stop
autosave16_10_2012_11_40_37_1.jpg,938,962,209,245,4,give_a_way
autosave24_10_2012_10_36_59_0.jpg,983,1012,242,280,5,bus_stop
autosave09_10_2012_12_26_57_3.jpg,629,653,227,251,3,stop_is_forbidden
autosave13_04_2013_15_17_26_0.jpg,988,1007,570,597,5,bus_stop
autosave21_01_2013_12_34_24_0.jpg,83,130,263,328,5,bus_stop
autosave24_10_2013_11_45_26_3.jpg,29,58,350,377,2,crosswalk
autosave16_04_2013_11_50_15_1.jpg,1200,1233,529,585,5,bus_stop
autosave16_10_2012_09_07_59_1.jpg,907,973,225,287,2,crosswalk
autosave16_04_2013_13_23_44_0.jpg,520,559,777,829,5,bus_stop
autosave13_04_2013_15_23_09_1.jpg,1139,1193,448,500,1,main_road
autosave09_10_2012_08_27_56_2.jpg,938,956,340,361,4,give_a_way
autosave10_10_2012_12_07_16_1.jpg,652,678,378,405,1,main_road
autosave09_10_2012_12_24_08_0.jpg,888,954,241,301,4,give_a_way
autosave13_04_2013_09_55_17_3.jpg,1256,1301,203,288,5,bus_stop
autosave13_04_2013_13_05_18_0.jpg,359,381,553,594,5,bus_stop
autosave10_10_2012_13_01_16_1.jpg,1114,1162,219,268,1,main_road
autosave16_04_2013_12_49_32_2.jpg,943,962,562,592,2,crosswalk
autosave24_10_2013_11_02_31_0.jpg,969,1052,152,229,3,stop_is_forbidden
autosave24_10_2012_10_39_50_1.jpg,1130,1162,211,266,5,bus_stop
autosave24_10_2012_10_37_34_2.jpg,999,1026,248,274,2,crosswalk
autosave09_10_2012_13_17_47_1.jpg,850,904,210,270,4,give_a_way
autosave10_10_2012_14_28_19_2.jpg,1075,1104,338,366,1,main_road
autosave13_04_2013_12_11_58_1.jpg,622,645,483,507,2,crosswalk
autosave09_10_2012_12_59_15_1.jpg,790,820,312,343,3,stop_is_forbidden
autosave16_04_2013_12_57_26_1.jpg,170,209,422,480,5,bus_stop
autosave24_10_2013_11_32_21_0.jpg,968,1057,170,259,1,main_road
autosave02_10_2012_12_04_00_2.jpg,704,724,274,295,3,stop_is_forbidden
autosave13_04_2013_15_24_35_0.jpg,288,310,535,558,2,crosswalk
autosave09_10_2012_13_10_09_0.jpg,748,765,298,323,5,bus_stop
autosave23_10_2012_12_42_59_1.jpg,0,33,284,336,5,bus_stop
autosave24_10_2012_11_01_06_0.jpg,143,191,232,285,2,crosswalk
autosave10_10_2012_09_03_28_0.jpg,659,681,386,408,1,main_road
autosave16_10_2012_08_26_27_0.jpg,801,825,351,377,4,give_a_way
autosave10_10_2012_10_49_18_1.jpg,963,1006,304,367,5,bus_stop
autosave13_04_2013_09_50_24_3.jpg,287,360,274,345,4,give_a_way
autosave09_10_2012_11_13_47_2.jpg,928,971,253,298,3,stop_is_forbidden
autosave09_10_2012_10_02_53_2.jpg,155,174,282,309,5,bus_stop
autosave10_10_2012_10_24_48_1.jpg,786,820,281,317,1,main_road
autosave13_04_2013_15_35_37_2.jpg,1879,1919,489,543,1,main_road
autosave23_10_2012_14_23_06_0.jpg,946,1002,230,287,2,crosswalk
autosave24_10_2013_11_11_11_0.jpg,1252,1279,244,312,5,bus_stop
autosave10_10_2012_14_41_49_2.jpg,396,414,401,425,5,bus_stop
autosave01_02_2012_09_22_37.jpg,779,805,335,370,5,bus_stop
autosave13_04_2013_12_24_41_2.jpg,1422,1463,338,381,2,crosswalk
autosave09_10_2012_07_50_15_3.jpg,764,786,347,370,1,main_road
autosave16_10_2012_11_18_35_3.jpg,603,627,271,294,4,give_a_way
autosave10_10_2012_10_23_10_1.jpg,1052,1119,247,309,1,main_road
autosave10_10_2012_13_06_24_2.jpg,1016,1091,144,218,1,main_road
autosave10_10_2012_09_59_24_0.jpg,775,803,374,405,3,stop_is_forbidden
autosave10_10_2012_11_41_15_0.jpg,309,345,342,401,5,bus_stop
autosave24_10_2013_11_05_43_3.jpg,677,711,327,360,3,stop_is_forbidden
autosave21_01_2013_09_56_38_1.jpg,863,903,312,347,4,give_a_way
autosave13_04_2013_13_44_04_1.jpg,1184,1203,516,545,5,bus_stop
autosave24_10_2012_11_48_50_1.jpg,1054,1084,297,322,1,main_road
autosave09_10_2012_13_15_08_2.jpg,820,885,275,340,1,main_road
autosave09_10_2012_12_42_53_2.jpg,867,941,131,209,2,crosswalk
autosave16_10_2012_11_52_07_4.jpg,806,832,256,282,1,main_road
autosave21_01_2013_10_31_32_1.jpg,1004,1049,234,279,4,give_a_way
autosave10_10_2012_08_29_56_3.jpg,812,855,288,333,1,main_road
autosave16_04_2013_12_57_40_1.jpg,1053,1102,519,569,1,main_road
autosave13_04_2013_15_46_00_2.jpg,420,462,505,548,4,give_a_way
autosave09_10_2012_12_49_11_0.jpg,824,890,220,299,1,main_road
autosave09_10_2012_10_14_46_0.jpg,218,237,301,326,5,bus_stop
autosave16_10_2012_10_05_03_2.jpg,817,886,139,202,4,give_a_way
autosave10_10_2012_13_06_22_1.jpg,1136,1197,202,265,3,stop_is_forbidden
autosave23_10_2012_10_15_32_1.jpg,813,835,346,372,1,main_road
autosave01_02_2012_09_15_33.jpg,1139,1199,151,230,5,bus_stop
autosave13_04_2013_15_17_31_1.jpg,414,431,540,568,5,bus_stop
autosave02_10_2012_12_03_56_1.jpg,771,812,142,187,1,main_road
autosave16_10_2012_11_02_26_1.jpg,1132,1175,292,332,3,stop_is_forbidden
autosave09_10_2012_09_27_52_2.jpg,838,854,307,330,5,bus_stop
autosave16_04_2013_13_34_55_2.jpg,1171,1222,768,819,2,crosswalk
autosave16_04_2013_11_58_30_1.jpg,1814,1911,351,446,4,give_a_way
autosave01_02_2012_11_54_48.jpg,898,935,326,363,3,stop_is_forbidden
autosave09_11_2012_09_00_49_4.jpg,893,920,308,349,5,bus_stop
autosave23_10_2012_08_50_55_1.jpg,761,778,389,409,2,crosswalk
autosave23_10_2012_09_52_13_1.jpg,944,985,321,360,2,crosswalk
autosave13_04_2013_09_42_50_0.jpg,1624,1749,37,173,1,main_road
autosave10_10_2012_09_31_22_1.jpg,836,854,376,403,5,bus_stop
autosave10_10_2012_09_34_17_1.jpg,811,834,343,367,2,crosswalk
autosave24_10_2012_11_01_05_0.jpg,949,976,250,272,2,crosswalk
autosave02_10_2012_12_07_49_1.jpg,901,936,204,239,3,stop_is_forbidden
autosave24_10_2012_09_47_22_1.jpg,917,938,312,330,3,stop_is_forbidden
autosave09_10_2012_12_40_14_1.jpg,1090,1155,178,267,5,bus_stop
autosave02_10_2012_12_03_20_1.jpg,980,1017,52,95,3,stop_is_forbidden
autosave09_10_2012_12_18_02_2.jpg,703,736,278,311,4,give_a_way
autosave09_10_2012_09_56_38_2.jpg,1057,1077,329,353,4,give_a_way
autosave09_10_2012_12_34_54_3.jpg,1212,1231,210,272,2,crosswalk
autosave09_10_2012_15_26_55_2.jpg,868,890,219,249,4,give_a_way
autosave21_01_2013_12_41_36_0.jpg,966,995,274,304,4,give_a_way
autosave02_10_2012_12_04_41_1.jpg,1049,1086,160,199,4,give_a_way
autosave09_10_2012_15_01_06_0.jpg,830,846,280,304,5,bus_stop
autosave09_10_2012_13_37_57_1.jpg,1173,1214,216,274,5,bus_stop
autosave09_10_2012_12_34_04_1.jpg,683,707,313,340,2,crosswalk
autosave09_10_2012_13_24_13_0.jpg,248,270,330,353,3,stop_is_forbidden
autosave23_10_2012_13_23_24_3.jpg,781,798,324,340,4,give_a_way
autosave21_01_2013_11_50_30_2.jpg,888,938,305,350,4,give_a_way
autosave24_10_2012_11_38_27_5.jpg,586,604,341,359,2,crosswalk
autosave13_04_2013_13_49_57_1.jpg,1267,1312,396,445,1,main_road
autosave09_10_2012_12_46_10_0.jpg,1201,1279,232,316,2,crosswalk
autosave16_10_2012_08_48_22_0.jpg,422,441,300,319,2,crosswalk
autosave13_04_2013_14_15_19_0.jpg,1082,1129,439,484,1,main_road
autosave16_10_2012_11_02_03_4.jpg,891,920,305,336,1,main_road
autosave24_10_2012_12_03_53_2.jpg,969,985,298,319,5,bus_stop
autosave01_02_2012_09_34_39.jpg,964,993,336,366,3,stop_is_forbidden
autosave16_10_2012_08_26_27_2.jpg,787,813,338,369,4,give_a_way
autosave09_10_2012_15_27_14_3.jpg,334,370,193,228,3,stop_is_forbidden
autosave16_04_2013_11_37_33_0.jpg,939,988,429,477,1,main_road
autosave01_02_2012_09_15_21.jpg,840,881,289,331,2,crosswalk
autosave16_04_2013_11_36_10_0.jpg,1881,1919,507,563,2,crosswalk
autosave21_01_2013_13_54_46_0.jpg,539,560,371,394,2,crosswalk
autosave13_04_2013_12_08_37_1.jpg,1284,1339,384,441,1,main_road
autosave02_10_2012_12_06_02_1.jpg,661,682,268,287,4,give_a_way
autosave10_10_2012_08_26_53_0.jpg,859,896,377,413,4,give_a_way
autosave13_04_2013_13_51_29_0.jpg,1504,1565,364,427,4,give_a_way
autosave09_10_2012_12_12_44_0.jpg,860,902,310,348,4,give_a_way
autosave16_04_2013_11_55_18_0.jpg,1028,1109,396,468,4,give_a_way
autosave24_10_2012_10_14_34_1.jpg,969,1002,233,266,3,stop_is_forbidden
autosave16_10_2012_08_09_26_1.jpg,633,681,285,330,4,give_a_way
autosave16_10_2012_08_35_12_4.jpg,670,699,300,329,3,stop_is_forbidden
autosave16_10_2012_06_48_41_0.jpg,800,829,306,344,5,bus_stop
autosave16_04_2013_14_23_29_1.jpg,1191,1216,419,456,5,bus_stop
autosave10_10_2012_08_09_09_3.jpg,816,862,280,336,2,crosswalk
autosave16_04_2013_14_23_23_0.jpg,1101,1138,367,403,2,crosswalk
autosave09_10_2012_14_47_17_0.jpg,255,274,277,307,5,bus_stop
autosave24_10_2013_11_20_02_1.jpg,744,789,309,355,2,crosswalk
autosave10_10_2012_12_06_39_0.jpg,1001,1117,146,260,1,main_road
autosave16_10_2012_11_37_41_3.jpg,935,955,265,291,4,give_a_way
autosave16_04_2013_15_36_43_2.jpg,1305,1426,210,325,1,main_road
autosave16_10_2012_08_22_35_5.jpg,761,781,342,372,5,bus_stop
autosave09_10_2012_13_23_54_0.jpg,930,970,253,294,3,stop_is_forbidden
autosave16_04_2013_13_53_42_2.jpg,1511,1657,546,699,1,main_road
autosave10_10_2012_10_32_54_1.jpg,776,809,336,373,1,main_road
autosave24_10_2013_11_55_36_3.jpg,791,826,284,316,2,crosswalk
autosave10_10_2012_09_24_53_1.jpg,675,691,376,399,5,bus_stop
autosave13_04_2013_14_14_34_0.jpg,1598,1701,307,406,1,main_road
autosave23_10_2012_11_01_38_1.jpg,770,791,348,369,3,stop_is_forbidden
autosave09_10_2012_11_10_04_2.jpg,730,748,314,332,3,stop_is_forbidden
autosave23_10_2012_08_34_53_3.jpg,848,890,208,245,4,give_a_way
autosave23_10_2012_12_46_52_2.jpg,841,881,309,347,4,give_a_way
autosave02_10_2012_12_07_32_0.jpg,720,749,273,297,2,crosswalk
autosave24_10_2013_11_00_28_1.jpg,847,877,352,382,3,stop_is_forbidden
autosave16_04_2013_13_49_57_3.jpg,973,1020,765,807,4,give_a_way
autosave23_10_2012_14_02_36_1.jpg,1015,1046,308,340,4,give_a_way
autosave13_04_2013_13_48_05_1.jpg,1244,1304,399,458,1,main_road
autosave13_04_2013_15_53_49_3.jpg,1136,1157,572,605,4,give_a_way
autosave10_10_2012_08_29_54_1.jpg,1024,1087,218,279,3,stop_is_forbidden
autosave23_10_2012_10_15_27_1.jpg,1213,1274,239,303,3,stop_is_forbidden
autosave09_10_2012_13_49_30_1.jpg,747,795,259,304,4,give_a_way
autosave23_10_2012_14_50_48_0.jpg,1115,1168,228,307,5,bus_stop
autosave10_10_2012_14_40_03_2.jpg,951,979,289,345,2,crosswalk
autosave10_10_2012_12_50_19_3.jpg,109,143,360,393,3,stop_is_forbidden
autosave01_02_2012_13_14_50.jpg,1191,1218,241,279,5,bus_stop
autosave16_10_2012_11_46_27_0.jpg,318,337,323,342,2,crosswalk
autosave21_01_2013_11_59_31_2.jpg,454,472,332,360,5,bus_stop
autosave10_10_2012_09_01_13_1.jpg,156,172,404,425,5,bus_stop
autosave16_10_2012_08_25_21_0.jpg,1034,1124,158,247,4,give_a_way
autosave10_10_2012_09_00_31_1.jpg,1086,1116,332,375,5,bus_stop
autosave13_04_2013_15_56_59_1.jpg,1228,1348,228,335,4,give_a_way
autosave10_10_2012_10_00_55_0.jpg,1046,1092,256,318,5,bus_stop
autosave16_10_2012_10_59_42_1.jpg,1208,1239,308,343,3,stop_is_forbidden
autosave24_10_2013_11_20_52_3.jpg,955,986,300,344,5,bus_stop
autosave09_10_2012_13_32_01_2.jpg,692,715,314,339,3,stop_is_forbidden
autosave09_10_2012_08_45_10_1.jpg,897,915,337,354,4,give_a_way
autosave16_04_2013_11_58_14_0.jpg,1043,1078,488,532,2,crosswalk
autosave16_04_2013_13_54_00_1.jpg,1410,1478,668,754,5,bus_stop
autosave09_10_2012_14_24_29_3.jpg,810,829,250,277,5,bus_stop
autosave09_10_2012_12_39_32_2.jpg,955,992,291,328,2,crosswalk
